////////////////////////////////////////////////////////////////////////////////																												
//对敌人之攻击伤害值 = 自身攻击伤害值 – 敌方防御力																												
//对敌人之攻击成功率 = 自身攻击成功率 – 敌方防御成功率																												
//对敌人之闪躲成功率 = 自身防御成功率 – 敌方攻击成功率																												
// 套装属性  (1:力量, 2:敏捷性, 3:精力, 4:体力)"																												
// itemSlot  (-1: 基本设定, 0:左手武器, 1:右手武器, 2:头盔, 3: 盔甲, 4: 护腿, 5: 护手, 6: 鞋, 7:翅膀, 8:补助Unit, 9:项链, 10:戒子)"																												
// skilltype (0:没有技能, 在skill.txt以技能Index设定)"																												
// sirial : 要不要输入序号?																												
// option : 要显示特殊功能?																												
//不会从怪物身上掉下的物品?																												
//Index	ItemSlot	SkillType	x	y	sirial	option	drop	Name	level	DamMin	DamMax	Speed	Dur	MagicDur	MagicPW	NLvl	Str	Dex	Eng	Hea	Cha	全套属性	法师	剑士	弓箭手	魔剑士	圣导师	召唤术师
0	//剑类																											
10	0	22	2	4	1	1	1	"天行者"		40	47	61	25	50	0	0	0	80	60	0	0	0	1	0	1	1	1	0	0
11	0	20	2	3	1	1	1	"传说之剑"		44	56	72	20	54	0	0	0	120	0	0	0	0	1	0	1	0	1	0	0
12	0	19	2	3	1	1	1	"太阳之剑"		56	73	98	25	66	0	0	0	140	0	0	0	0	1	0	1	0	1	0	0
13	0	22	1	3	1	1	1	"真红之剑"		48	48	56	30	43	0	0	0	70	70	0	0	0	1	0	1	1	1	0	0
14	0	22	1	3	1	1	1	"雷神之剑"		59	59	67	30	50	0	0	0	90	50	0	0	0	1	0	1	1	1	0	0
15	0	23	2	3	1	1	1	"帝王之剑"		52	60	85	20	60	0	0	0	140	0	0	0	0	1	0	1	0	1	0	0
16	0	22	1	4	1	1	1	"破坏之剑"		82	82	90	35	84	0	0	0	160	60	0	0	0	1	0	1	0	1	0	0
17	0	23	2	4	1	1	1	"屠龙刀"		104	128	153	40	89	0	0	0	180	50	0	0	0	1	0	2	0	0	0	0
18	0	23	2	3	1	1	1	"奔雷剑"		105	140	168	40	86	0	0	0	180	50	0	0	0	1	0	0	0	1	0	0
19	0	22	1	4	1	1	0	"大天使之剑"		86	120	130	35	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0
20	0	22	1	4	1	1	1	"断月之光"		140	107	115	35	90	0	0	0	116	38	0	0	0	1	0	2	0	0	0	0
21	0	56	2	4	1	1	1	"魔神剑"		140	115	142	40	100	0	115	0	116	53	9	0	0	1	0	0	0	1	0	0
22	0	22	1	4	1	1	1	"龙骨巨晶剑"		147	122	135	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0
23	0	56	2	4	1	1	1	"傲天魔剑"		147	127	155	45	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0
24	0	22	2	4	1	1	1	"暴风锯齿"		115	182	218	40	90	0	0	0	192	30	0	0	0	0	0	2	0	0	0	0
25	0	56	2	4	1	1	1	"烈火巨刃"		115	109	136	40	90	0	108	0	136	57	9	0	0	0	0	0	0	1	0	0
26	0	22	1	4	1	1	1	"虚伪之剑"		137	115	126	40	90	0	0	0	193	53	0	0	0	0	0	2	0	0	0	0
27	0	22	1	4	1	1	1	"杀戮之剑"		133	91	99	35	90	0	0	0	53	176	0	0	0	0	0	2	0	0	0	0
28	0	56	1	4	1	1	1	"双子之剑"		139	98	122	45	90	0	109	0	91	73	17	0	0	0	0	0	0	1	0	0
31	0	56	2	4	1	1	1	"天雷剑"		100	104	130	35	93	0	104	0	135	62	9	0	0	3	0	0	0	1	0	0
32	0	22	1	4	1	1	0	"大天使之剑"		150	120	130	35	168	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0


//新增S11祝福大天使武器
51	0	0	1	4	1	1	0	"祝福大天使之剑[封印]"	86	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

//新增S13神圣天使武器
57	0	22	1	4	1	1	0	"神圣天使之剑"		147	122	135	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
58	0	22	1	4	1	1	0	"神圣天使魔剑"		147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0

//新增S14灵魂武器
62	0	22	1	4	1	1	0	"灵魂之剑"		147	122	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
63	0	22	1	4	1	1	0	"灵魂魔剑"		147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0

76	0	22	1	3	1	1	0	"大天使短剑"		86	120	130	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0
77	0	22	1	3	1	1	0	"祝福大天使短剑"	86	120	130	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0

78	0	22	1	4	1	1	0	"蓝眼之剑"		147	127	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
79	0	22	1	4	1	1	0	"蓝眼魔剑"		147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	

81	0	22	1	4	1	1	0	"银心之剑"		147	122	135	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
82	0	22	1	4	1	1	0	"银心魔剑"		147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0
100	0	22	1	4	1	1	0	"觉醒大天使之剑(战)"	147	127	155	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0
101	0	22	1	4	1	1	0	"觉醒大天使之剑(魔)"	147	127	155	40	95	0	0	0	100	35	0	0	0	0	1	1	1	1	1	1	
102	0	22	1	4	1	1	0	"觉醒大天使之剑(圣)"	147	127	155	40	95	0	0	0	100	35	0	0	0	0	1	1	1	1	1	1	

//装备锻造
150	0	22	1	4	1	1	0	"祝福大天使之剑"	86	122	145	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0
151	0	22	1	4	1	1	0	"祝福大天使之剑(传说)"	86	122	145	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0
152	0	22	1	4	1	1	0	"祝福大天使之剑(神话)"	86	122	145	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0
156	0	22	1	4	1	1	0	"灵魂之剑(精炼)"	147	122	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0
158	0	22	1	4	1	1	0	"灵魂之剑(神话)"	147	122	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0
159	0	22	1	4	1	1	0	"灵魂魔剑(精炼)"	147	127	158	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0
160	0	22	1	4	1	1	0	"灵魂魔剑(传说)"	147	127	158	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	
161	0	22	1	4	1	1	0	"灵魂魔剑(神话)"	147	127	158	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0
165	0	22	1	4	1	1	0	"神圣天使之剑(精炼)"	147	122	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	


168	0	22	1	4	1	1	0	"神圣天使魔剑(精炼)"	147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	
169	0	22	1	4	1	1	0	"神圣天使魔剑(传说)"	147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	
170	0	22	1	4	1	1	0	"神圣天使魔剑(神话)"	147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	

174	0	22	1	4	1	1	0	"蓝眼之剑(传说)"	147	122	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0
175	0	22	1	4	1	1	0	"蓝眼之剑(精炼)"	147	122	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
176	0	22	1	4	1	1	0	"蓝眼之剑(神话)"	147	122	158	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
177	0	22	1	4	1	1	0	"蓝眼魔剑(传说)"	147	127	158	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	
178	0	22	1	4	1	1	0	"蓝眼魔剑(精炼)"	147	127	158	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	
179	0	22	1	4	1	1	0	"蓝眼魔剑(神话)"	147	127	158	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	
183	0	22	1	3	1	1	0	"祝福大天使短剑(传说)"	86	120	130	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0
184	0	22	1	3	1	1	0	"祝福大天使短剑(精炼)"	86	120	130	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0
185	0	22	1	3	1	1	0	"祝福大天使短剑(神话)"	86	120	130	40	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0

186	0	22	1	4	1	1	0	"银心之剑(传说)"	147	122	135	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
187	0	22	1	4	1	1	0	"银心之剑(神话)"	147	122	135	40	95	0	0	0	100	35	0	0	0	0	0	2	0	0	0	0	
188	0	22	1	4	1	1	0	"银心魔剑(传说)"	147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	
189	0	22	1	4	1	1	0	"银心魔剑(神话)"	147	127	155	40	110	0	134	0	98	48	7	0	0	0	0	0	0	1	0	0	

end																												
1	//斧类																											
0	0	0	1	3	1	1	1	"短斧"		1	1	6	20	18	0	0	0	50	0	0	0	0	1	1	1	1	1	1	1
1	0	0	1	3	1	1	1	"手斧"		4	4	9	30	20	0	0	0	70	0	0	0	0	1	1	1	1	1	1	1
2	0	19	1	3	1	1	1	"双刃斧"	14	14	24	20	26	0	0	0	90	0	0	0	0	1	0	1	0	1	1	0
3	0	19	1	3	1	1	1	"飞翔斧"	18	18	28	30	28	0	0	0	100	0	0	0	0	1	0	1	0	1	1	0
4	0	0	1	3	1	1	1	"精灵之斧"	26	26	38	40	32	0	0	0	50	70	0	0	0	1	1	0	1	1	0	1
5	0	19	2	3	1	1	1	"战士之斧"	30	36	44	20	36	0	0	0	120	0	0	0	0	1	0	1	1	1	0	0
6	0	19	2	3	1	1	1	"斗士之斧"	34	38	50	30	44	0	0	0	130	0	0	0	0	1	0	1	1	1	0	0
7	0	19	2	3	1	1	1	"斗神之斧"	46	54	67	25	55	0	0	0	140	0	0	0	0	1	0	1	0	1	0	0
8	0	19	2	3	1	1	1	"末日之斧"	54	69	89	30	65	0	0	0	100	40	0	0	0	1	1	1	0	1	0	0
end																												
2	//槌类																											
0	0	0	1	3	1	1	1	"石槌"		7	7	13	15	21	0	0	0	100	0	0	0	0	1	0	1	0	1	1	0
1	0	19	1	3	1	1	1	"流星槌"	13	13	22	15	25	0	0	0	100	0	0	0	0	1	0	1	0	1	1	0
2	0	0	1	3	1	1	1	"破坏之槌"	22	22	32	15	32	0	0	0	80	50	0	0	0	1	0	1	0	1	1	0
3	0	19	2	3	1	1	1	"白金之槌"	38	45	56	15	50	0	0	0	150	0	0	0	0	1	0	1	0	1	0	0
4	0	19	2	3	1	1	1	"水晶流星"	66	78	107	30	72	0	0	0	130	0	0	0	0	1	1	1	1	1	0	0
5	0	23	2	4	1	1	1	"玄冰剑"	72	89	120	40	76	0	0	0	130	70	0	0	0	1	1	1	1	1	0	0
6	0	23	2	4	1	1	0	"玛雅龙斧"	75	102	130	35	80	0	0	0	140	50	0	0	0	0	0	1	0	1	0	0
7	0	0	1	3	1	1	1	"精灵之槌"	90	62	80	50	50	0	0	0	15	42	0	0	0	1	0	0	2	0	0	0
8	0	66	1	3	1	1	1	"战斗权杖"	54	41	52	45	40	0	3	0	80	17	0	0	0	1	0	0	0	0	1	0
9	0	66	1	3	1	1	1	"征服权杖"	72	57	68	45	45	0	20	0	87	18	0	0	0	1	0	0	0	0	1	0
10	0	66	1	4	1	1	1	"圣剑权杖"	82	74	85	45	65	0	35	0	100	21	0	0	0	1	0	0	0	0	1	0
11	0	66	1	4	1	1	1	"王者权杖"	98	91	102	40	72	0	52	0	105	23	0	0	0	1	0	0	0	0	1	0
12	0	66	1	4	1	1	1	"至尊权杖"	140	108	120	40	84	0	67	0	90	20	0	0	0	1	0	0	0	0	1	0
13	0	66	1	4	1	1	0	"大天使绝对权"	150	120	143	40	90	0	78	0	75	16	0	0	0	1	0	0	0	0	1	0
14	0	66	1	4	1	1	1	"圣尊天使权杖"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
15	0	66	1	4	1	1	1	"圣光权杖"	110	99	111	40	78	0	60	0	108	22	0	0	0	0	0	0	0	0	1	0
16	0	0	1	3	1	1	1	"巨毒之刺"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
17	0	22	1	4	1	1	1	"独裁权杖"	135	114	132	40	90	0	72	0	119	24	0	0	0	0	0	0	0	0	1	0
18	0	22	1	4	1	1	0	"弹奏权杖"	147	112	124	40	86	0	70	0	87	20	0	0	0	0	0	0	0	0	1	0

//新增S11祝福大天使武器
25	0	0	1	4	1	1	0	"祝福大天使权杖[封印]"	150	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

//新增S13神圣天使武器
27	0	22	1	4	1	1	0	"神圣天使权杖"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0

//新增S14祝福大天使武器	
34	0	0	1	3	1	1	0	"大天使之槌"	100	158	170	50	90	0	0	0	27	19	0	0	0	1	0	0	1	0	0	0
35	0	0	1	3	1	1	0	"祝福大天使之槌"	200	158	170	50	90	0	0	0	27	19	0	0	0	1	0	0	1	0	0	0

//新增S14灵魂武器
36	0	22	1	4	1	1	0	"灵魂权杖"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0

38	0	0	1	3	1	1	0	"神圣天使之槌"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
39	0	0	1	3	1	1	0	"灵魂之槌"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
40	0	22	1	4	1	1	0	"蓝眼权杖"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
41	0	0	1	3	1	1	0	"蓝眼之槌"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0

42	0	22	1	4	1	1	0	"银心权杖"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
43	0	0	1	3	1	1	0	"银心之槌"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0

//装备锻造
150	0	22	1	4	1	1	0	"祝福大天使权杖"	150	120	143	40	90	0	78	0	75	16	0	0	0	1	0	0	0	0	1	0
151	0	22	1	4	1	1	0	"祝福大天使权杖(传说)"	150	120	143	40	90	0	78	0	75	16	0	0	0	1	0	0	0	0	1	0
152	0	22	1	4	1	1	0	"祝福大天使权杖(神话)"	150	120	143	40	90	0	78	0	75	16	0	0	0	1	0	0	0	0	1	0
153	0	0	1	3	1	1	0	"祝福大天使之槌(精炼)"	200	158	170	50	90	0	0	0	27	19	0	0	0	1	0	0	1	0	0	0
154	0	0	1	3	1	1	0	"祝福大天使之槌(传说)"	200	158	170	50	90	0	0	0	27	19	0	0	0	1	0	0	1	0	0	0
155	0	0	1	3	1	1	0	"祝福大天使之槌(神话)"	200	158	170	50	90	0	0	0	27	19	0	0	0	1	0	0	1	0	0	0
156	0	22	1	4	1	1	0	"灵魂权杖(精炼)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
157	0	22	1	4	1	1	0	"灵魂权杖(传说)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
158	0	22	1	4	1	1	0	"灵魂权杖(神话)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
159	0	22	1	4	1	1	0	"神圣天使权杖(精炼)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
160	0	22	1	4	1	1	0	"神圣天使权杖(传说)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
161	0	22	1	4	1	1	0	"神圣天使权杖(神话)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0

162	0	22	1	4	1	1	0	"蓝眼权杖(精炼)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
163	0	22	1	4	1	1	0	"蓝眼权杖(传说)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
164	0	22	1	4	1	1	0	"蓝眼权杖(神话)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
165	0	0	1	3	1	1	0	"神圣天使之槌(精炼)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
166	0	0	1	3	1	1	0	"神圣天使之槌(传说)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
167	0	0	1	3	1	1	0	"神圣天使之槌(神话)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
168	0	0	1	3	1	1	0	"灵魂之槌(精炼)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
169	0	0	1	3	1	1	0	"灵魂之槌(传说)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
170	0	0	1	3	1	1	0	"灵魂之槌(神话)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
171	0	0	1	3	1	1	0	"蓝眼之槌(精炼)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
172	0	0	1	3	1	1	0	"蓝眼之槌(传说)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
173	0	0	1	3	1	1	0	"蓝眼之槌(神话)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0

174	0	22	1	4	1	1	0	"银心权杖(传说)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
175	0	22	1	4	1	1	0	"银心权杖(神话)"	146	130	153	40	95	0	84	0	80	15	0	0	0	0	0	0	0	0	1	0
176	0	0	1	3	1	1	0	"银心之槌(传说)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0
177	0	0	1	3	1	1	0	"银心之槌(神话)"	121	106	146	50	80	0	0	0	27	19	0	0	0	1	0	0	2	0	0	0


end																												
3	//长矛类																											
0	0	22	2	4	1	1	1	"黑武士"	42	50	63	25	56	0	0	0	60	70	0	0	0	1	0	1	1	1	0	0
1	0	0	2	4	1	1	1	"鹤嘴矛"	23	30	41	30	42	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0
2	0	0	2	4	1	1	1	"战矛"		15	21	33	30	34	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0
3	0	0	2	4	1	1	1	"双鹤矛"	29	35	43	25	44	0	0	0	90	30	0	0	0	1	0	1	1	1	0	0
4	0	20	2	4	1	1	1	"巨蛇镰刀"	46	58	80	20	58	0	0	0	90	30	0	0	0	1	0	1	1	1	0	0
5	0	0	2	4	1	1	1	"双刃矛"	13	19	31	30	38	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0
6	0	0	2	4	1	1	1	"斧刃矛"	19	25	35	30	40	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0
7	0	22	2	4	1	1	1	"巴迪之矛"	37	42	54	30	54	0	0	0	80	50	0	0	0	1	0	1	1	1	0	0
8	0	22	2	4	1	1	1	"帝王镰刀"	54	71	92	25	68	0	0	0	90	50	0	0	0	1	0	1	1	1	0	0
9	0	22	2	4	1	1	1	"死神镰刀"	63	76	102	25	74	0	0	0	80	50	0	0	0	1	0	1	1	1	0	0
10	0	22	2	4	1	1	1	"青龙刀"	92	112	140	35	85	0	0	0	170	60	0	0	0	1	0	2	0	0	0	0
11	0	22	2	4	1	1	0	"铰刀"		147	190	226	40	90	0	0	0	152	25	0	0	0	1	0	2	0	1	0	0
12	0	22	1	4	1	1	0	"死神镰刀"	63	76	102	25	74	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0


																																								
26	0	22	1	4	1	1	0	"大天使之矛"	100	115	126	40	100	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	
//28	0	22	1	4	1	1	0	"灵魂之矛"	149	122	150	35	85	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0


150	0	22	1	4	1	1	0	"祝福大天使之矛"	200	115	126	40	100	0	0	0	60	70	0	0	0	1	0	1	1	1	0	0

25	0	22	1	4	1	1	0	"浴血之剑"		149	127	155	40	85	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	
29	0	22	1	4	1	1	0	"王者之剑"		149	127	155	40	85	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0
30	0	22	1	4	1	1	0	"毁灭之剑"		149	127	155	40	85	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	
153	0	22	1	4	1	1	0	"寡妇制造者(战)"	149	127	155	40	85	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0
154	0	22	1	4	1	1	0	"寡妇制造者(魔)"	149	127	155	40	85	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0
155	0	22	1	4	1	1	0	"寡妇制造者(圣)"	149	127	155	40	85	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0
end																												
4	//弓/弩类																											
0	1	24	2	3	1	1	1	"短弓"		2	3	5	30	20	0	0	0	20	80	0	0	0	2	0	0	1	0	0	0
1	1	24	2	3	1	1	1	"长弓"		8	9	13	30	24	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0
2	1	24	2	3	1	1	1	"精灵之弓"	16	17	24	30	28	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0
3	1	24	2	3	1	1	1	"巴特之弓"	26	28	37	30	36	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0
4	1	24	2	4	1	1	1	"黄金之虎"	40	42	52	30	43	0	0	0	30	100	0	0	0	2	0	0	1	0	0	0
5	1	24	2	4	1	1	1	"银翼之弓"	56	59	71	40	48	0	0	0	30	100	0	0	0	2	0	0	1	0	0	0
6	1	24	2	4	1	1	0	"玛雅神弓"	75	88	106	35	68	0	0	0	40	150	0	0	0	0	0	0	1	0	0	0
7	1	0	1	1	0	0	0	"弩箭"		0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8	0	24	2	2	1	1	1	"石弩"		4	5	8	40	22	0	0	0	20	90	0	0	0	2	0	0	1	0	0	0
9	0	24	2	2	1	1	1	"黄金石弩"	12	13	19	40	26	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0
10	0	24	2	2	1	1	1	"火神弩"	20	22	30	40	31	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0
11	0	24	2	3	1	1	1	"巨人弩"	32	35	44	40	40	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0
12	0	24	2	3	1	1	1	"诱惑之弩"	48	50	61	40	45	0	0	0	30	100	0	0	0	2	0	0	1	0	0	0
13	0	24	2	3	1	1	1	"蓝翎弩"	68	68	82	40	56	0	0	0	40	110	0	0	0	2	0	0	1	0	0	0
14	0	24	2	3	1	1	1	"温蒂妮"	72	78	92	30	60	0	0	0	50	130	0	0	0	2	0	0	1	0	0	0
15	0	0	1	1	0	0	0	"弓箭"		0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16	0	24	2	4	1	1	1	"圣者之弩"	84	102	127	35	72	0	0	0	50	160	0	0	0	2	0	0	1	0	0	0
17	1	24	2	4	1	1	1	"圣灵之弓"	92	127	155	35	76	0	0	0	54	198	0	0	0	2	0	0	2	0	0	0
18	0	24	2	3	1	1	0	"大天使之弩"	100	144	146	35	200	0	0	0	40	110	0	0	0	0	0	0	1	0	0	0
19	0	24	2	3	1	1	1	"追月神弩"	100	150	172	40	80	0	0	0	61	285	0	0	0	2	0	0	2	0	0	0
20	1	24	2	4	1	1	1	"红羽神弓"	135	166	190	45	86	0	0	0	52	245	0	0	0	2	0	0	2	0	0	0
21	1	24	2	4	1	1	1	"紫焰之弓"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
22	1	24	2	4	1	1	1	"碧影魔弓"	110	155	177	45	70	0	0	0	60	265	0	0	0	0	0	0	2	0	0	0
23	1	24	2	4	1	1	1	"神羽之弓"	134	162	184	45	80	0	0	0	32	209	0	0	0	2	0	0	2	0	0	0
24	1	24	2	4	1	1	0	"傲视魔弓"	147	170	194	45	88	0	0	0	49	226	0	0	0	0	0	0	2	0	0	0


//新增S11祝福大天使武器
30	0	0	2	3	1	1	0	"祝福大天使之弩"	100	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

//新增S13神圣天使武器
36	1	24	2	4	1	1	0	"神圣天使之弓"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0

//新增S14灵魂武器
38	1	24	2	4	1	1	0	"灵魂之弓"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0

40	1	24	2	4	1	1	0	"蓝眼之弓"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0

56	1	24	2	4	1	1	0	"银心之弓"		147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
70	9	0	1	1	1	1	0	"祝福大天使项链(战)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
